geo,ref_date,age_band,unemployment_rate,employment_rate,participation_rate,age_group_raw,note
Alberta,1979-07,Older (55+),2.4,34.9,35.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-07,Youth (15-24),5.9,69.8,74.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-08,All (15+),3.8,67.6,70.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-08,Core (25-54),2.6,78.0,80.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-08,Older (55+),2.2,34.8,35.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-08,Youth (15-24),6.5,69.6,74.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-09,All (15+),3.8,67.8,70.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-09,Core (25-54),2.7,78.3,80.5,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-09,Older (55+),2.2,34.6,35.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-09,Youth (15-24),6.5,69.9,74.8,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-10,All (15+),3.7,67.7,70.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-10,Core (25-54),3.0,78.3,80.7,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-10,Older (55+),1.9,33.7,34.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-10,Youth (15-24),5.7,70.4,74.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-11,All (15+),3.8,67.8,70.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-11,Core (25-54),3.0,78.6,81.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-11,Older (55+),2.0,34.1,34.8,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-11,Youth (15-24),5.9,69.6,74.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-12,All (15+),3.9,67.8,70.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-12,Core (25-54),3.1,78.2,80.7,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-12,Older (55+),1.9,34.1,34.8,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1979-12,Youth (15-24),6.0,70.3,74.8,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-01,All (15+),4.2,67.9,70.9,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-01,Core (25-54),2.9,78.5,80.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-01,Older (55+),,34.2,34.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-01,Youth (15-24),7.5,70.0,75.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-02,All (15+),4.1,68.1,71.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-02,Core (25-54),3.0,78.3,80.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-02,Older (55+),2.5,34.6,35.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-02,Youth (15-24),6.7,70.5,75.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-03,All (15+),3.8,67.9,70.6,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-03,Core (25-54),2.6,78.6,80.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-03,Older (55+),1.8,33.9,34.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-03,Youth (15-24),6.8,69.7,74.8,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-04,All (15+),3.8,68.0,70.6,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-04,Core (25-54),2.7,78.8,81.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-04,Older (55+),2.3,33.7,34.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-04,Youth (15-24),6.3,69.7,74.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-05,All (15+),3.8,68.0,70.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-05,Core (25-54),2.7,78.8,81.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-05,Older (55+),1.8,33.4,34.0,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-05,Youth (15-24),6.6,70.1,75.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-06,All (15+),4.0,68.0,70.8,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-06,Core (25-54),2.6,79.0,81.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-06,Older (55+),1.6,33.3,33.8,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-06,Youth (15-24),7.3,69.9,75.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-07,All (15+),3.8,67.4,70.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-07,Core (25-54),2.5,78.5,80.5,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-07,Older (55+),2.1,33.0,33.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-07,Youth (15-24),6.9,68.9,74.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-08,All (15+),4.0,67.5,70.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-08,Core (25-54),2.6,78.3,80.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-08,Older (55+),2.9,32.5,33.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-08,Youth (15-24),7.1,69.7,75.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-09,All (15+),3.7,68.1,70.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-09,Core (25-54),2.5,78.2,80.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-09,Older (55+),1.9,32.8,33.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-09,Youth (15-24),6.6,71.6,76.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-10,All (15+),3.7,68.2,70.8,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-10,Core (25-54),2.6,78.4,80.5,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-10,Older (55+),2.2,33.0,33.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-10,Youth (15-24),6.4,71.4,76.3,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-11,All (15+),3.7,68.8,71.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-11,Core (25-54),2.6,78.9,81.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-11,Older (55+),2.0,33.5,34.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-11,Youth (15-24),6.4,72.1,77.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-12,All (15+),3.8,68.7,71.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-12,Core (25-54),2.8,79.3,81.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-12,Older (55+),1.8,32.9,33.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1980-12,Youth (15-24),6.2,71.6,76.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-01,All (15+),4.0,69.1,72.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-01,Core (25-54),2.8,79.8,82.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-01,Older (55+),2.6,32.8,33.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-01,Youth (15-24),6.6,72.1,77.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-02,All (15+),4.1,69.5,72.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-02,Core (25-54),2.8,80.1,82.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-02,Older (55+),1.9,33.5,34.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-02,Youth (15-24),7.1,72.1,77.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-03,All (15+),4.1,69.4,72.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-03,Core (25-54),3.2,79.7,82.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-03,Older (55+),1.9,33.5,34.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-03,Youth (15-24),6.5,72.8,77.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-04,All (15+),3.6,70.0,72.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-04,Core (25-54),2.8,80.5,82.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-04,Older (55+),2.3,33.1,33.9,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-04,Youth (15-24),5.7,73.5,78.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-05,All (15+),3.4,70.2,72.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-05,Core (25-54),2.6,80.2,82.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-05,Older (55+),2.2,34.0,34.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-05,Youth (15-24),5.1,74.1,78.1,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-06,All (15+),3.3,70.0,72.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-06,Core (25-54),2.6,80.0,82.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-06,Older (55+),2.3,34.2,35.0,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-06,Youth (15-24),5.1,73.7,77.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-07,All (15+),3.4,69.8,72.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-07,Core (25-54),2.5,80.3,82.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-07,Older (55+),2.4,33.7,34.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-07,Youth (15-24),5.4,72.4,76.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-08,All (15+),3.3,69.7,72.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-08,Core (25-54),2.4,80.0,81.9,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-08,Older (55+),1.7,33.9,34.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-08,Youth (15-24),5.5,72.7,76.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-09,All (15+),3.7,69.7,72.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-09,Core (25-54),2.5,80.1,82.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-09,Older (55+),2.3,33.9,34.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-09,Youth (15-24),6.4,72.4,77.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-10,All (15+),4.2,69.2,72.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-10,Core (25-54),3.0,79.8,82.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-10,Older (55+),1.7,33.7,34.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-10,Youth (15-24),7.4,71.2,76.8,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-11,All (15+),4.9,68.8,72.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-11,Core (25-54),3.4,79.4,82.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-11,Older (55+),2.1,33.8,34.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-11,Youth (15-24),8.8,70.5,77.3,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-12,All (15+),4.6,68.6,71.9,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-12,Core (25-54),3.8,79.0,82.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-12,Older (55+),1.5,33.7,34.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1981-12,Youth (15-24),7.3,70.6,76.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1982-01,All (15+),5.2,68.4,72.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1982-01,Core (25-54),3.9,79.1,82.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1982-01,Older (55+),2.3,33.6,34.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1982-01,Youth (15-24),8.8,69.7,76.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1982-02,All (15+),5.1,68.1,71.8,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1982-02,Core (25-54),4.0,79.0,82.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1982-02,Older (55+),2.1,33.5,34.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1982-02,Youth (15-24),8.3,69.0,75.3,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1982-03,All (15+),5.7,68.1,72.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1982-03,Core (25-54),4.3,78.9,82.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1982-03,Older (55+),2.7,33.9,34.8,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1982-03,Youth (15-24),9.4,68.9,76.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1982-04,All (15+),6.5,67.5,72.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1982-04,Core (25-54),4.9,78.5,82.5,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Alberta,1982-04,Older (55+),2.7,33.1,34.0,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
